eco	family	variation	epd	pgn	move_count	eval	master_games	master_white_win	master_black_win	master_draw	lichess_games	lichess_white_win	lichess_black_win	lichess_draw
B01	Scandinavian Defense	Grünfeld Variation	rn2kb1r/pp2pppp/2p2n2/q3Nb2/3P2P1/2N5/PPP2P1P/R1BQKB1R b KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bf5 6. Ne5 c6 7. g4	13	0.37	75	42.66666666666667	25.333333333333336	32.0	12996	56.94829178208679	38.02708525700215	5.024622960911049
B01	Scandinavian Defense	Gubinsky-Melts Defense	rnb1kbnr/ppp1pppp/3q4/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6	6	0.68	5565	35.9748427672956	24.31266846361186	39.71248876909254	5512034	48.156723996985505	46.669704867567944	5.173571135446553
B01	Scandinavian Defense	Icelandic-Palme Gambit	rnbqkb1r/ppp2ppp/4pn2/3P4/2P5/8/PP1P1PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Nf6 3. c4 e6	6	0.58	409	33.496332518337404	32.51833740831296	33.98533007334964	2574547	44.02832809033978	51.92245470756603	4.0492172020941934
B01	Scandinavian Defense	Kiel Variation	rnbqkb1r/ppp1pppp/8/8/1nPP4/8/PP3PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nb4	8	1.45	19	52.63157894736842	21.052631578947366	26.31578947368421	247348	47.63652829212284	48.77662241053091	3.5868492973462494
B01	Scandinavian Defense	Kloosterboer Gambit	rnbqkbnr/pp3ppp/2P5/4p3/8/8/PPPP1PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 c6 3. dxc6 e5	6	1.72	0	0.0	0.0	0.0	979830	45.68067930151148	51.17367298408908	3.145647714399437
B01	Scandinavian Defense	Kádas Gambit	rnbqkb1r/pp3ppp/2P2n2/4p3/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 c6 4. dxc6 e5	8	1.89	0	0.0	0.0	0.0	46435	46.51017551415958	48.3019274254334	5.187897060407021
B01	Scandinavian Defense	Lasker Variation	rn2kb1r/ppp1pppp/5n2/q7/3P2b1/2N2N1P/PPP2PP1/R1BQKB1R b KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bg4 6. h3	11	1.09	590	47.79661016949153	19.322033898305087	32.88135593220339	302952	53.431566716839626	42.06540970186696	4.503023581293406
B01	Scandinavian Defense	Main Line	rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5	6	0.81	7551	38.77632101708383	23.890875380744273	37.3328036021719	21666462	47.43075265357122	48.131891584329736	4.4373557620990445
B01	Scandinavian Defense	Main Line, Leonhardt Gambit	rnb1kbnr/ppp1pppp/8/q7/1P6/2N5/P1PP1PPP/R1BQKBNR b KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. b4	7	-0.07	33	30.303030303030305	51.515151515151516	18.181818181818183	907801	55.254841094028315	41.4337503483693	3.311408557602382
B01	Scandinavian Defense	Main Line, Mieses Variation	rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6	8	0.71	4350	38.59770114942529	23.47126436781609	37.93103448275862	3315552	46.856722500506706	48.602887241702135	4.540390257791161
B01	Scandinavian Defense	Marshall Variation	rnbqkb1r/ppp1pppp/8/3n4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Nxd5	6	0.69	2463	40.885099472188394	24.1981323589119	34.916768168899715	3247180	50.250032335749786	44.742114696444304	5.007852967805912
B01	Scandinavian Defense	Mieses-Kotroc Variation	rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Qxd5	4	0.66	16098	37.89911790284508	23.84768294198037	38.253199155174556	85653988	49.94137225694617	45.2796815485112	4.7789461945426295
B01	Scandinavian Defense	Modern Variation	rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Nf6	4	0.66	6842	41.12832505115463	24.451914644840688	34.419760304004676	30527786	46.728373947589915	48.50725827284035	4.764367779569733
B01	Scandinavian Defense	Modern Variation	rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq -	1. e4 d5 2. exd5 Nf6 3. d4	5	0.61	3641	41.44465806097226	24.663553968689918	33.891787970337816	5956289	49.2334908531134	45.857932682581385	4.908576464305208
B01	Scandinavian Defense	Modern Variation, Gipslis Variation	rn1qkb1r/ppp1pppp/8/3n4/3P2b1/5N2/PPP2PPP/RNBQKB1R w KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. Nf3 Bg4	8	0.9	583	43.739279588336196	19.382504288164665	36.87821612349914	905263	51.17319497206889	43.707298321040405	5.1195067068907045
B01	Scandinavian Defense	Modern Variation, Wing Gambit	rnbqkb1r/p1p1pp1p/5np1/1p1P4/2PP4/8/PP3PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 g6 4. c4 b5	8	1.37	2	0.0	50.0	50.0	1044	48.946360153256705	46.839080459770116	4.21455938697318
B01	Scandinavian Defense	Panov Transfer	rnbqkb1r/pp2pppp/2p2n2/3P4/2P5/8/PP1P1PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Nf6 3. c4 c6	6	0.24	838	35.79952267303103	22.195704057279237	42.004773269689736	2849382	43.20182411484315	52.296076833502845	4.502099051654008
B01	Scandinavian Defense	Portuguese Gambit	rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PPP2PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Bg4	6	0.7	1108	42.057761732851986	26.173285198555956	31.768953068592058	1147723	44.09522158221104	50.86140122660259	5.043377191186376
B01	Scandinavian Defense	Portuguese Gambit, Banker Variation	rn1qkb1r/ppp1pppp/5n2/3P1b2/2PP4/5P2/PP4PP/RNBQKBNR b KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. c4	9	0.61	83	33.734939759036145	36.144578313253014	30.120481927710845	165143	37.282839720726884	59.56595193256753	3.151208346705583
B01	Scandinavian Defense	Portuguese Gambit, Classical Variation	rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/5N2/PPP2PPP/RNBQKB1R b KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Nf3	7	0.45	309	42.07119741100323	26.21359223300971	31.715210355987054	314920	46.57913120792582	48.35704305855455	5.063825733519624
B01	Scandinavian Defense	Portuguese Gambit, Correspondence Refutation	rn1qkb1r/ppp1pppp/5n2/3P1b2/3P2P1/5P2/PPP4P/RNBQKBNR b KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. g4	9	1.08	70	67.14285714285714	15.714285714285714	17.142857142857142	45284	49.7040897447222	46.39386979948768	3.9020404557901247
B01	Scandinavian Defense	Portuguese Gambit, Elbow Variation	rn1qkb1r/pp2pppp/2p2n2/1B1P4/3P2b1/8/PPP2PPP/RNBQK1NR w KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Bb5+ c6	8	0.8	15	66.66666666666666	6.666666666666667	26.666666666666668	15070	55.75315195753152	38.692767086927674	5.55408095554081
B01	Scandinavian Defense	Portuguese Gambit, Jadoul Variation	r2qkb1r/pppnpppp/5n2/1B1P1b2/2PP4/5P2/PP4PP/RNBQK1NR b KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+ Nbd7 6. c4	11	0.47	183	38.79781420765027	29.508196721311474	31.693989071038253	16230	51.096734442390634	43.13000616142945	5.773259396179914
B01	Scandinavian Defense	Portuguese Gambit, Lusophobe Variation	r2qkb1r/pppnpppp/5n2/3P4/3P2b1/8/PPP1BPPP/RNBQK1NR b KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Bb5+ Nbd7 5. Be2	9	0.59	50	50.0	18.0	32.0	9783	58.95941940100173	33.97730757436369	7.06327302463457
B01	Scandinavian Defense	Portuguese Gambit, Melbourne Shuffle Variation	r2qkb1r/pppnpppp/5n2/1B1P1b2/3P4/2N2P2/PPP3PP/R1BQK1NR b KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+ Nbd7 6. Nc3	11	0.61	49	46.93877551020408	16.3265306122449	36.734693877551024	10375	55.84578313253012	37.45542168674699	6.698795180722891
B01	Scandinavian Defense	Portuguese Gambit, Wuss Variation	rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PPP1BPPP/RNBQK1NR b KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Be2	7	0.36	281	35.231316725978644	27.046263345195733	37.72241992882562	479768	45.70709176101783	48.33252738823765	5.960380850744527
B01	Scandinavian Defense	Richter Variation	rnbqkb1r/ppp1pp1p/6p1/3n4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. Nf3 g6	8	0.96	1124	43.238434163701065	20.729537366548044	36.032028469750884	285629	47.01273330089031	46.799869761123695	6.187396937985989
B01	Scandinavian Defense	Richter Variation	rnbqkb1r/ppp1pp1p/5np1/3P4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	1. e4 d5 2. exd5 Nf6 3. d4 g6	6	1.21	5	20.0	40.0	40.0	46645	50.24118340658163	45.12166362954228	4.637152963876085
B01	Scandinavian Defense	Schiller-Pytel Variation	rnb1kbnr/pp2pppp/2pq4/8/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 c6	8	0.73	452	41.150442477876105	24.336283185840706	34.51327433628318	319856	47.86810314641588	46.22892801760792	5.902968835976189
B01	Scandinavian Defense	Schiller-Pytel Variation, Modern Variation	rn2kb1r/pp2pppp/2p2n2/5b2/1qBP1B2/2N5/PPP1NPPP/R2QK2R w KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 Nf6 5. Bc4 c6 6. Nge2 Bf5 7. Bf4 Qb4	14	0.54	33	27.27272727272727	18.181818181818183	54.54545454545454	3941	44.760213143872114	49.70819588936818	5.531590966759706
B01	Scandinavian Defense	Valencian Variation	rnbqkbnr/ppp1pppp/8/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8	6	0.74	1372	39.2128279883382	22.157434402332363	38.629737609329446	22598722	50.439617780155885	44.44981003793046	5.11057218191365
B01	Scandinavian Defense	Valencian Variation, Ilundain Variation	rnbqkb1r/pp2pppp/2p2n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. Nf3 c6	10	0.95	121	40.49586776859504	19.834710743801654	39.66942148760331	411301	47.54620095744965	46.33565199209338	6.118147050456964
B01	Scandinavian Defense	Valencian Variation, Main Line	rn1qkb1r/ppp1pppp/5n2/8/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq -	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. Nf3 Bg4	10	0.81	301	37.2093023255814	18.6046511627907	44.18604651162791	1002756	49.343808463873565	44.677468895723386	5.978722640403049
B01	Scandinavian Defense	Zilbermints Gambit	rnbqkbnr/ppp1pppp/8/3p4/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq -	1. e4 d5 2. b4	3	-1.96	0	0.0	0.0	0.0	5687	36.13504483910673	59.87339546333743	3.991559697555829
B01	Van Geet Opening	Grünfeld Defense	rnbqkbnr/ppp2ppp/8/4p3/4N3/8/PPPP1PPP/R1BQKBNR w KQkq -	1. e4 d5 2. Nc3 dxe4 3. Nxe4 e5	6	0.27	51	43.13725490196079	23.52941176470588	33.33333333333333	222550	48.467760053920465	46.79757357897102	4.734666367108515
B02	Alekhine Defense		rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	1. e4 Nf6	2	0.68	20905	37.11073905764171	25.773738340110018	37.11552260224827	31655396	47.04256108500427	48.23856255028369	4.718876364712039
B02	Alekhine Defense	Brooklyn Variation	rnbqkbnr/pppppppp/8/4P3/8/8/PPPP1PPP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Ng8	4	1.03	124	49.193548387096776	26.61290322580645	24.193548387096776	601568	53.28990238842491	42.41997579658492	4.290121814990159
B02	Alekhine Defense	Brooklyn Variation, Everglades Variation	rnbqkbnr/ppppp1pp/8/4Pp2/3P4/8/PPP2PPP/RNBQKBNR w KQkq f6	1. e4 Nf6 2. e5 Ng8 3. d4 f5	6	2.07	0	0.0	0.0	0.0	403	64.51612903225806	32.25806451612903	3.225806451612903
B02	Alekhine Defense	Buckley Attack	rnbqkb1r/pppppppp/8/3nP3/8/N7/PPPP1PPP/R1BQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. Na3	5	0.02	1	100.0	0.0	0.0	2480	47.90322580645161	46.25	5.846774193548387
B02	Alekhine Defense	Hunt Variation, Lasker Simul Gambit	rnbqkb1r/pppp1ppp/4p3/2PnP3/2B5/2N5/PP1P1PPP/R1BQK1NR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Bc4 e6 6. Nc3	11	0.03	124	25.806451612903224	44.354838709677416	29.838709677419356	132538	52.07714014094071	43.07519352940289	4.8476663296564
B02	Alekhine Defense	Hunt Variation, Matsukevich Gambit	rnbqkb1r/ppp1pppp/3p4/2P1P1B1/8/2P5/PP3PPP/R2QKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Nc3 Nxc3 6. dxc3 d6 7. Bg5	13	0.44	1	0.0	100.0	0.0	2557	66.01486116542824	30.348064137661325	3.6370746969104415
B02	Alekhine Defense	Hunt Variation, Mikenas Gambit	rnbqkb1r/ppp2ppp/3p4/2PBP3/8/8/PP1P1PPP/R1BQK1NR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Bc4 e6 6. Nc3 d6 7. Nxd5 exd5 8. Bxd5	15	0.33	3	100.0	0.0	0.0	2400	53.0	41.291666666666664	5.708333333333333
B02	Alekhine Defense	Kmoch Variation	rnbqkb1r/pp1ppppp/1n6/2p1P3/8/1B1P4/PPP2PPP/RNBQK1NR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. Bc4 Nb6 4. Bb3 c5 5. d3	9	0.17	15	26.666666666666668	26.666666666666668	46.666666666666664	33812	45.430616349225126	50.419969241689344	4.149414409085532
B02	Alekhine Defense	Krejcik Variation	rnbqkb1r/pppppppp/5n2/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq -	1. e4 Nf6 2. Bc4	3	-1.06	22	40.909090909090914	50.0	9.090909090909092	593083	44.472021622605936	51.731545163155914	3.7964332142381423
B02	Alekhine Defense	Krejcik Variation, Krejcik Gambit	rnbqkb1r/pppppBpp/8/8/4n3/8/PPPP1PPP/RNBQK1NR b KQkq -	1. e4 Nf6 2. Bc4 Nxe4 3. Bxf7+	5	-1.1	15	26.666666666666668	60.0	13.333333333333334	84444	46.27090142579698	49.33565439818104	4.393444176021979
B02	Alekhine Defense	Maróczy Variation	rnbqkb1r/pppppppp/5n2/8/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. d3	3	-0.25	489	32.31083844580777	37.21881390593047	30.470347648261757	2300376	45.925926891951576	49.21812781910436	4.855945288944068
B02	Alekhine Defense	Mokele Mbembe	rnbqkb1r/pppppppp/8/4P3/4n3/8/PPPP1PPP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Ne4	4	1.51	13	46.15384615384615	15.384615384615385	38.46153846153847	476962	57.111887320163866	39.80170328034519	3.086409399490945
B02	Alekhine Defense	Mokele Mbembe, Modern Line	rnbqkb1r/ppppp1pp/5p2/4P3/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Ne4 3. d4 f6	6	1.88	1	0.0	0.0	100.0	3619	59.159988947222985	37.19259463940315	3.64741641337386
B02	Alekhine Defense	Mokele Mbembe, Vavra Defense	rnbqkb1r/pppp1ppp/4p3/4P3/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Ne4 3. d4 e6	6	1.46	2	100.0	0.0	0.0	182132	51.384709990556296	45.51259526058024	3.102694748863462
B02	Alekhine Defense	Normal Variation	rnbqkb1r/pppppppp/8/3nP3/8/8/PPPP1PPP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Nd5	4	0.67	17567	38.06569135310525	24.71679854272215	37.2175101041726	15371695	47.1389069325146	48.116613034541736	4.744480032943667
B02	Alekhine Defense	Scandinavian Variation	rnbqkb1r/ppp1pppp/5n2/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -	1. e4 Nf6 2. Nc3 d5	4	0.23	2033	32.46433841613379	28.726020659124448	38.809640924741764	4781904	43.70587531661029	50.63566729905076	5.658457384338958
B02	Alekhine Defense	Scandinavian Variation, Geschev Gambit	rnbqkb1r/pp2pppp/2p2n2/3P4/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -	1. e4 Nf6 2. Nc3 d5 3. exd5 c6	6	0.82	0	0.0	0.0	0.0	1293762	47.084316899089636	48.830155778265244	4.085527322645123
B02	Alekhine Defense	Scandinavian Variation, Myers Gambit	rnbqkb1r/ppp1pppp/5n2/6B1/4p3/2NP4/PPP2PPP/R2QKBNR b KQkq -	1. e4 Nf6 2. Nc3 d5 3. d3 dxe4 4. Bg5	7	-0.63	3	33.33333333333333	0.0	66.66666666666666	38726	48.215669059546556	47.07173475184631	4.712596188607137
B02	Alekhine Defense	Spielmann Gambit	rnbqkb1r/pppnpppp/4P3/3p4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq -	1. e4 Nf6 2. Nc3 d5 3. e5 Nfd7 4. e6	7	0.26	61	45.90163934426229	39.34426229508197	14.754098360655737	51971	50.54164822689577	45.44457485905601	4.013776914048219
B02	Alekhine Defense	Steiner Variation	rnbqkb1r/pppppppp/1n6/4P3/2P5/1P6/P2P1PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. b3	7	-0.25	46	34.78260869565217	36.95652173913043	28.26086956521739	79614	44.92677167332379	50.56020297937549	4.513025347300726
B02	Alekhine Defense	Sämisch Attack	rnbqkb1r/pppppppp/8/3nP3/8/2N5/PPPP1PPP/R1BQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. Nc3	5	0.3	694	30.979827089337174	30.403458213256485	38.61671469740634	613460	50.795487888370886	43.02953737815016	6.174974733478955
B02	Alekhine Defense	The Squirrel	rnbqkb1r/pppppppp/8/4P3/2P2n2/8/PP1P1PPP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Nd5 3. c4 Nf4	6	1.92	0	0.0	0.0	0.0	96904	60.637331792289274	36.355568397589366	3.0070998101213573
B02	Alekhine Defense	Two Pawns Attack	rnbqkb1r/pppppppp/8/3nP3/2P5/8/PP1P1PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. c4	5	0.58	1614	33.64312267657992	31.784386617100374	34.572490706319705	5406561	46.75363877333484	48.6624122062065	4.583949020458662
B02	Alekhine Defense	Two Pawns Attack, Lasker Variation	rnbqkb1r/pppppppp/1n6/2P1P3/8/8/PP1P1PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5	7	0.27	612	30.392156862745097	35.130718954248366	34.47712418300654	1023184	47.882296830286634	47.15916198845955	4.958541181253811
B02	Alekhine Defense	Two Pawns Attack, Mikenas Variation	rnbqkb1r/ppp2ppp/3pp3/2PnP3/2B5/2N5/PP1P1PPP/R1BQK1NR w KQkq -	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Bc4 e6 6. Nc3 d6	12	0.48	5	60.0	40.0	0.0	9157	47.886862509555534	46.31429507480616	5.79884241563831
B02	Alekhine Defense	Two Pawns Attack, Tate Variation	rnbqkb1r/pppppppp/1n6/4P3/P1P5/8/1P1P1PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. a4	7	0.26	41	43.90243902439025	31.70731707317073	24.390243902439025	271853	46.45414985304558	49.53412322100547	4.011726925948951
B02	Alekhine Defense	Welling Variation	rnbqkb1r/pppppppp/8/3nP3/8/1P6/P1PP1PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. b3	5	-0.34	7	14.285714285714285	28.57142857142857	57.14285714285714	17842	46.104696782871876	49.33303441318238	4.562268803945746
B03	Alekhine Defense		rnbqkb1r/pppppppp/8/3nP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4	5	0.6	14829	39.02488367388226	23.494504012408118	37.48061231370962	6815805	47.04289515325043	48.05783029297346	4.899274553776113
B03	Alekhine Defense		rnbqkb1r/ppp1pppp/3p4/3nP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6	6	0.66	14568	38.9552443712246	23.421197144426138	37.62355848434925	5052776	45.75075166601488	49.032175580314664	5.2170727536704575
B03	Alekhine Defense		rnbqkb1r/ppp1pppp/3p4/3nP3/2PP4/8/PP3PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4	7	0.57	4283	39.481671725426104	24.842400186784964	35.67592808778893	2045574	44.82805315280699	50.07855985654882	5.09338699064419
B03	Alekhine Defense	Balogh Variation	rnbqkb1r/ppp1pppp/3p4/3nP3/2BP4/8/PPP2PPP/RNBQK1NR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Bc4	7	0.36	399	37.092731829573935	30.32581453634085	32.581453634085214	372431	45.132923951013744	50.366913602788166	4.500162446198088
B03	Alekhine Defense	Exchange Variation	rnbqkb1r/ppp1pppp/1n1P4/8/2PP4/8/PP3PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. exd6	9	0.5	3829	38.75685557586837	25.30686863410812	35.9362757900235	2364800	46.34163565629228	48.18322902571042	5.475135317997293
B03	Alekhine Defense	Exchange Variation, Karpov Variation	r2q1rk1/pp2ppbp/1nnp2p1/5b2/2PP1B2/2N2N1P/PP2BPP1/R2Q1RK1 b - -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. exd6 cxd6 6. Nc3 g6 7. h3 Bg7 8. Nf3 O-O 9. Be2 Nc6 10. O-O Bf5 11. Bf4	21	0.43	34	52.94117647058824	14.705882352941178	32.35294117647059	1484	50.26954177897574	43.80053908355795	5.929919137466308
B03	Alekhine Defense	Exchange Variation, Voronezh Variation	rnbq1rk1/pp2ppbp/1n1p2p1/8/2PP4/1PN1B3/P4PPP/2RQKBNR b K -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. exd6 cxd6 6. Nc3 g6 7. Be3 Bg7 8. Rc1 O-O 9. b3	17	0.38	824	38.349514563106794	24.271844660194176	37.37864077669903	99781	52.54106493220152	40.46962848638518	6.989306581413294
B03	Alekhine Defense	Four Pawns Attack	rnbqkb1r/ppp1pppp/1n1p4/4P3/2PP1P2/8/PP4PP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4	9	0.58	1276	40.43887147335423	26.01880877742947	33.5423197492163	1641210	43.903217747881136	51.65993382930887	4.43684842281
B03	Alekhine Defense	Four Pawns Attack, Cambridge Gambit	rnbqkb1r/ppp1pp1p/1n1p4/4P1p1/2PP1P2/8/PP4PP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 g5	10	1.44	17	35.294117647058826	41.17647058823529	23.52941176470588	41037	46.450763944732806	49.17757145990204	4.371664595365158
B03	Alekhine Defense	Four Pawns Attack, Fianchetto Variation	rnbqkb1r/ppp1pp1p/1n1p2p1/4P3/2PP1P2/8/PP4PP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 g6	10	0.96	153	41.830065359477125	28.104575163398692	30.065359477124183	269950	44.327468049638824	51.204297092054084	4.4682348583070945
B03	Alekhine Defense	Four Pawns Attack, Ilyin-Zhenevsky Variation	r2qkb1r/ppp1p1pp/1nn1p3/2P5/3P2b1/5N2/PP4PP/RNBQKB1R b KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Nc6 7. Nf3 Bg4 8. e6 fxe6 9. c5	17	-0.33	3	33.33333333333333	33.33333333333333	33.33333333333333	1076	59.38661710037175	35.4089219330855	5.204460966542751
B03	Alekhine Defense	Four Pawns Attack, Korchnoi Variation	rn1q1rk1/ppp1b1pp/1n2pp2/4Pb2/2PP4/2N2N2/PP2B1PP/R1BQ1RK1 w - -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Be7 9. Be2 O-O 10. O-O f6	20	0.76	7	28.57142857142857	0.0	71.42857142857143	745	42.14765100671141	49.53020134228188	8.322147651006711
B03	Alekhine Defense	Four Pawns Attack, Main Line	r1bqkb1r/ppp1pppp/1nn5/4P3/2PP4/4B3/PP4PP/RN1QKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Nc6 7. Be3	13	0.6	594	40.4040404040404	23.063973063973066	36.53198653198653	272416	44.99111652766357	49.72505286033126	5.283830612005168
B03	Alekhine Defense	Four Pawns Attack, Tartakower Variation	2kr3r/pppqbppp/1nn1p3/4Pb2/2PP4/2N1BN2/PP2B1PP/R2Q1RK1 w - -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Nc6 7. Be3 Bf5 8. Nc3 e6 9. Nf3 Qd7 10. Be2 O-O-O 11. O-O Be7	22	1.57	4	50.0	0.0	50.0	1597	48.65372573575454	45.77332498434565	5.572949279899812
B03	Alekhine Defense	Four Pawns Attack, Trifunovic Variation	rn1qkb1r/ppp1pppp/1n1p4/4Pb2/2PP1P2/8/PP4PP/RNBQKBNR w KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 Bf5	10	0.72	179	39.66480446927375	30.16759776536313	30.16759776536313	198894	47.00192062103432	48.74807686506381	4.250002513901877
B03	Alekhine Defense	Hunt Variation	rnbqkb1r/ppp1pppp/1n1p4/2P1P3/3P4/8/PP3PPP/RNBQKBNR b KQkq -	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. c5	9	-1.3	0	0.0	0.0	0.0	46726	34.5610580832941	60.788426143902754	4.65051577280315
