eco	family	variation	epd	pgn	move_count	eval	master_games	master_white_win	master_black_win	master_draw	lichess_games	lichess_white_win	lichess_black_win	lichess_draw
A00	Amar Opening		rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq -	1. Nh3	1	-0.57	26	30.76923076923077	26.923076923076923	42.30769230769231	548426	42.745967550772576	51.94957934160671	5.304453107620718
A00	Amar Opening	Paris Gambit	rnbqkbnr/ppp2ppp/8/3pp3/5P2/6PN/PPPPP2P/RNBQKB1R b KQkq -	1. Nh3 d5 2. g3 e5 3. f4	5	-0.96	0	0.0	0.0	0.0	9985	46.439659489233854	49.71457185778668	3.8457686529794692
A00	Amar Opening	Paris Gambit, Gent Gambit	rn1qkbnr/ppp2ppp/8/3p4/8/6PB/PPPPP3/RNBQ1RK1 b kq -	1. Nh3 d5 2. g3 e5 3. f4 Bxh3 4. Bxh3 exf4 5. O-O fxg3 6. hxg3	11	-1.18	0	0.0	0.0	0.0	203	43.84236453201971	47.783251231527096	8.374384236453201
A00	Amsterdam Attack		r1bqkb1r/ppp2ppp/2np1n2/4p3/2P5/1PN1P3/P2P1PPP/R1BQKBNR w KQkq -	1. e3 e5 2. c4 d6 3. Nc3 Nc6 4. b3 Nf6	8	0.15	0	0.0	0.0	0.0	4722	49.95764506565015	46.23041084286319	3.8119440914866582
A00	Anderssen's Opening		rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b KQkq -	1. a3	1	-0.11	740	29.864864864864867	30.405405405405407	39.729729729729726	2541943	47.311918481256264	47.773533867596555	4.914547651147173
A00	Anderssen's Opening	Polish Gambit	rnbqkbnr/1ppppppp/8/p7/1P6/P7/2PPPPPP/RNBQKBNR b KQkq -	1. a3 a5 2. b4	3	-1.03	0	0.0	0.0	0.0	4952	42.26575121163167	49.97980613893376	7.754442649434572
A00	Barnes Opening		rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR b KQkq -	1. f3	1	-0.75	12	25.0	50.0	25.0	2101671	41.8855282296801	53.69241903228431	4.422052738035592
A00	Barnes Opening	Fool's Mate	rnb1kbnr/pppp1ppp/8/4p3/6Pq/5P2/PPPPP2P/RNBQKBNR w KQkq -	1. f3 e5 2. g4 Qh4#	4	#-0	0	0.0	0.0	0.0	0	0.0	0.0	0.0
A00	Barnes Opening	Gedult Gambit	rnbqkbnr/ppp1pp1p/6p1/8/3Pp3/2P2P2/PP4PP/RNBQKBNR b KQkq -	1. f3 d5 2. e4 g6 3. d4 dxe4 4. c3	7	-0.76	0	0.0	0.0	0.0	879	46.64391353811149	49.14675767918089	4.2093287827076225
A00	Barnes Opening	Gedult Gambit	rnbqkbnr/ppppp1pp/8/8/4p3/2N2P2/PPPP2PP/R1BQKBNR b KQkq -	1. f3 f5 2. e4 fxe4 3. Nc3	5	0.11	0	0.0	0.0	0.0	2630	53.30798479087453	42.9277566539924	3.76425855513308
A00	Barnes Opening	Hammerschlag	rnbqkbnr/pppp1ppp/8/4p3/8/5P2/PPPPPKPP/RNBQ1BNR b kq -	1. f3 e5 2. Kf2	3	-1.83	2	50.0	50.0	0.0	123304	45.57110880425615	50.433075974826444	3.995815220917407
A00	Clemenz Opening		rnbqkbnr/pppppppp/8/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq -	1. h3	1	-0.23	116	28.448275862068968	39.6551724137931	31.896551724137932	1685947	43.08996664782463	51.79860339619216	5.111429955983195
A00	Clemenz Opening	Spike Lee Gambit	rnbqkbnr/ppppppp1/8/7p/6P1/7P/PPPPPP2/RNBQKBNR b KQkq -	1. h3 h5 2. g4	3	-1.62	0	0.0	0.0	0.0	1933	34.6611484738748	53.33678220382825	12.002069322296947
A00	Creepy Crawly Formation	Classical Defense	rnbqkbnr/ppp2ppp/8/3pp3/8/P6P/1PPPPPP1/RNBQKBNR w KQkq -	1. h3 d5 2. a3 e5	4	-0.4	25	32.0	48.0	20.0	271702	45.66179122715327	50.36032123429346	3.977887538553268
A00	Formation	Hippopotamus Attack	r1bq1rk1/ppp2ppp/2nb1n2/3pp3/8/PPPPPPP1/7P/RNBQKBNR b KQ -	1. a3 e5 2. b3 d5 3. c3 Nf6 4. d3 Nc6 5. e3 Bd6 6. f3 O-O 7. g3	13	-2.15	0	0.0	0.0	0.0	811	35.14180024660912	61.89889025893957	2.9593094944512948
A00	Formation	Shy Attack	r1bq1rk1/ppp2ppp/2nb1n2/3pp3/8/P2PP1PP/1PPN1PB1/R1BQK1NR b KQ -	1. a3 e5 2. g3 d5 3. Bg2 Nf6 4. d3 Nc6 5. Nd2 Bd6 6. e3 O-O 7. h3	13	-0.82	0	0.0	0.0	0.0	742	47.16981132075472	47.97843665768194	4.8517520215633425
A00	Global Opening		rnbqkbnr/pppp1ppp/8/4p3/8/P6P/1PPPPPP1/RNBQKBNR b KQkq -	1. h3 e5 2. a3	3	-0.46	16	37.5	37.5	25.0	292936	46.14898817489144	49.895881694295	3.9551301308135565
A00	Grob Opening		rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq -	1. g4	1	-1.21	178	30.337078651685395	47.19101123595505	22.47191011235955	8844832	48.76082440005644	47.39005783264171	3.849117767301855
A00	Grob Opening	Alessi Gambit	rnbqkbnr/ppppp1pp/8/5p2/6P1/8/PPPPPP1P/RNBQKBNR w KQkq -	1. g4 f5	2	0.69	0	0.0	0.0	0.0	28427	50.307805959123364	44.823583213142435	4.868610827734196
A00	Grob Opening	Double Grob	rnbqkbnr/pppppp1p/8/6p1/6P1/8/PPPPPP1P/RNBQKBNR w KQkq -	1. g4 g5	2	0.45	1	0.0	100.0	0.0	62352	51.64068514241724	41.05080831408776	7.308506543494995
A00	Grob Opening	Double Grob, Coca-Cola Gambit	rnbqkbnr/pppppp1p/8/6p1/5PP1/8/PPPPP2P/RNBQKBNR b KQkq -	1. g4 g5 2. f4	3	-1.64	0	0.0	0.0	0.0	1248	28.685897435897434	47.355769230769226	23.958333333333336
A00	Grob Opening	Grob Gambit	rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq -	1. g4 d5 2. Bg2	3	-1.18	67	20.8955223880597	56.71641791044776	22.388059701492537	2809606	51.394893091771586	44.941675096081084	3.663431812147326
A00	Grob Opening	Grob Gambit Declined	rnbqkbnr/pp2pppp/2p5/3p4/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -	1. g4 d5 2. Bg2 c6	4	-0.94	44	18.181818181818183	63.63636363636363	18.181818181818183	741243	46.196861218250966	49.50940514783951	4.293733633909528
A00	Grob Opening	Grob Gambit, Basman Gambit	rnbqkbnr/ppp1ppp1/8/3p3P/8/8/PPPPPPBP/RNBQK1NR b KQkq -	1. g4 d5 2. Bg2 h5 3. gxh5	5	-0.84	0	0.0	0.0	0.0	4112	47.300583657587545	48.80836575875486	3.8910505836575875
A00	Grob Opening	Grob Gambit, Fritz Gambit	rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -	1. g4 d5 2. Bg2 Bxg4 3. c4	5	-1.52	10	20.0	50.0	30.0	1163895	55.88158725658242	40.7443970461253	3.3740156972922812
A00	Grob Opening	Grob Gambit, Fritz Gambit, Romford Countergambit	q3kbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQk -	1. g4 d5 2. Bg2 Bxg4 3. c4 d4 4. Bxb7 Nd7 5. Bxa8 Qxa8	10	-1.11	1	0.0	100.0	0.0	8304	46.36319845857418	50.73458574181118	2.902215799614644
A00	Grob Opening	Grob Gambit, Keres Gambit	rnbqkbnr/ppp2ppp/8/3p4/3p2P1/2P5/PP2PPBP/RNBQK1NR b KQkq -	1. g4 d5 2. Bg2 e5 3. d4 exd4 4. c3	7	-2.07	0	0.0	0.0	0.0	73	45.20547945205479	50.68493150684932	4.10958904109589
A00	Grob Opening	Grob Gambit, Richter-Grob Gambit	rnbqkbnr/pp2pppp/2p5/8/2p3P1/1P6/P2PPPBP/RNBQK1NR b KQkq -	1. g4 d5 2. Bg2 c6 3. c4 dxc4 4. b3	7	-2.01	0	0.0	0.0	0.0	5962	40.1039919490104	56.32338141563233	3.572626635357263
A00	Grob Opening	Keene Defense	rnbqkbnr/pp3ppp/2p5/3pp3/6P1/7P/PPPPPPB1/RNBQK1NR w KQkq -	1. g4 d5 2. h3 e5 3. Bg2 c6	6	-1.11	39	20.51282051282051	66.66666666666666	12.82051282051282	136901	45.363437812725984	50.17494393758993	4.461618249684078
A00	Grob Opening	Keene Defense, Main Line	rnbqk2r/pp2nppp/2pb4/3p4/2PPp1P1/2N4P/PP2PPB1/R1BQK1NR w KQkq -	1. g4 d5 2. h3 e5 3. Bg2 c6 4. d4 e4 5. c4 Bd6 6. Nc3 Ne7	12	-1.23	10	0.0	90.0	10.0	1676	41.288782816229116	53.639618138424815	5.071599045346062
A00	Grob Opening	London Defense	r1bqkbnr/pppp1ppp/2n5/4p3/6P1/7P/PPPPPP2/RNBQKBNR w KQkq -	1. g4 e5 2. h3 Nc6	4	-1.4	3	0.0	33.33333333333333	66.66666666666666	21457	46.37647387798853	49.57822621988162	4.045299902129841
A00	Grob Opening	Romford Countergambit	rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -	1. g4 d5 2. Bg2 Bxg4 3. c4 d4	6	-0.95	1	0.0	100.0	0.0	16463	55.94970539998785	41.468748101804046	2.581546498208103
A00	Grob Opening	Spike Attack	rnbqkbnr/pp2pppp/2p5/3p2P1/8/8/PPPPPPBP/RNBQK1NR b KQkq -	1. g4 d5 2. Bg2 c6 3. g5	5	-1.06	9	33.33333333333333	55.55555555555556	11.11111111111111	147661	46.83498012339074	48.33842382213313	4.826596054476131
A00	Grob Opening	Spike, Hurst Attack	rnbqkbnr/ppp2ppp/8/3pp3/2P3P1/8/PP1PPPBP/RNBQK1NR b KQkq -	1. g4 e5 2. Bg2 d5 3. c4	5	-1.38	6	33.33333333333333	50.0	16.666666666666664	746280	52.67620732164872	44.06965214128745	3.254140537063837
A00	Grob Opening	Zilbermints Gambit	rnbqkbnr/ppp1pppp/8/8/4p1P1/2N5/PPPP1P1P/R1BQKBNR b KQkq -	1. g4 d5 2. e4 dxe4 3. Nc3	5	-1.56	0	0.0	0.0	0.0	4051	49.34584053320168	45.6924216242903	4.961737842508023
A00	Grob Opening	Zilbermints Gambit, Schiller Defense	rnbqkbnr/ppp1ppp1/8/7p/4p1P1/2N5/PPPP1P1P/R1BQKBNR w KQkq -	1. g4 d5 2. e4 dxe4 3. Nc3 h5	6	-1.14	0	0.0	0.0	0.0	176	47.72727272727273	42.61363636363637	9.659090909090908
A00	Grob Opening	Zilbermints Gambit, Zilbermints-Hartlaub Gambit	rnbqkbnr/ppp2ppp/8/4p3/4p1P1/2NP4/PPP2P1P/R1BQKBNR b KQkq -	1. g4 d5 2. e4 dxe4 3. Nc3 e5 4. d3	7	-1.63	0	0.0	0.0	0.0	342	45.90643274853801	47.66081871345029	6.432748538011696
A00	Hungarian Opening		rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq -	1. g3	1	0.18	19809	35.57978696552072	25.377353728103387	39.04285930637589	36221657	48.517021184315226	46.69578478974609	4.787194025938681
A00	Hungarian Opening	Asten Gambit	r1bqkbnr/ppp3pp/2n5/4Pp2/3pN3/6P1/PPP1PP1P/R1BQKBNR w KQkq f6	1. g3 Nc6 2. Nc3 d5 3. d4 e5 4. dxe5 d4 5. Ne4 f5	10	1.14	0	0.0	0.0	0.0	6	66.66666666666666	33.33333333333333	0.0
A00	Hungarian Opening	Burk Gambit	rnbqk1nr/ppp1bppp/8/3p4/4p2N/P2P2P1/1PP1PP1P/RNBQKB1R b KQkq -	1. g3 e5 2. a3 d5 3. Nf3 e4 4. Nh4 Be7 5. d3	9	-0.84	0	0.0	0.0	0.0	161	52.17391304347826	44.72049689440994	3.1055900621118013
A00	Hungarian Opening	Bücker Gambit	rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq -	1. g3 d5 2. Bg2 e5 3. b4	5	-1.18	1	0.0	0.0	100.0	5727	49.03090623363017	47.459402828706125	3.509690937663698
A00	Hungarian Opening	Catalan Formation	rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -	1. g3 d5 2. Bg2 e6	4	0.22	107	52.336448598130836	15.887850467289718	31.775700934579437	2502675	49.75336390062633	45.09858451456941	5.148051584804259
A00	Hungarian Opening	Dutch Defense	rnbqkbnr/ppppp1pp/8/5p2/8/6P1/PPPPPP1P/RNBQKBNR w KQkq -	1. g3 f5	2	0.5	496	40.524193548387096	25.806451612903224	33.66935483870967	380836	49.026089970485984	46.15950172777784	4.81440830173618
A00	Hungarian Opening	Indian Defense	rnbqkb1r/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq -	1. g3 Nf6	2	0.21	3485	40.803443328550934	21.692969870875178	37.50358680057389	2454605	47.02174076888135	47.62501502278371	5.353244208334946
A00	Hungarian Opening	Myers Defense	rnbqkbnr/pppppp1p/8/6p1/8/6P1/PPPPPP1P/RNBQKBNR w KQkq -	1. g3 g5	2	1.1	2	0.0	50.0	50.0	48030	54.797001873828854	40.03955860920258	5.163439516968562
A00	Hungarian Opening	Pachman Gambit	rnbqkbnr/ppppp2p/6p1/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR w KQkq -	1. g3 f5 2. e4 fxe4 3. Qh5+ g6	6	-1.66	0	0.0	0.0	0.0	179	33.5195530726257	65.36312849162012	1.1173184357541899
A00	Hungarian Opening	Paris Gambit	rn1qkbnr/ppp2ppp/8/3p4/5p2/6PB/PPPPP2P/RNBQ1RK1 b kq -	1. g3 e5 2. Nh3 d5 3. f4 Bxh3 4. Bxh3 exf4 5. O-O	9	-1.24	0	0.0	0.0	0.0	693	48.484848484848484	46.464646464646464	5.05050505050505
A00	Hungarian Opening	Reversed Alekhine	rnbqkbnr/pppp1ppp/8/4p3/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq -	1. g3 e5 2. Nf3	3	-0.22	51	37.254901960784316	27.450980392156865	35.294117647058826	287884	48.537605424407054	47.33781662058329	4.124577955009657
A00	Hungarian Opening	Reversed Brooklyn Defense, Brooklyn Benko Gambit	rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq -	1. g3 e5 2. Nf3 e4 3. Ng1 Nf6 4. b4	7	-2.59	0	0.0	0.0	0.0	1	0.0	100.0	0.0
A00	Hungarian Opening	Reversed Modern Defense	rnbqkbnr/pp2pppp/8/2pp4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -	1. g3 d5 2. Bg2 c5	4	0.27	239	35.146443514644346	30.125523012552303	34.72803347280335	1070173	47.99410936362625	47.36636039219827	4.639530244175474
A00	Hungarian Opening	Reversed Norwegian Defense	rnbqkbnr/pppp1ppp/8/8/4p2N/6P1/PPPPPP1P/RNBQKB1R b KQkq -	1. g3 e5 2. Nf3 e4 3. Nh4	5	-0.3	7	57.14285714285714	28.57142857142857	14.285714285714285	7941	44.13801788187885	51.98337740838686	3.87860470973429
A00	Hungarian Opening	Sicilian Invitation	rnbqkbnr/pp1ppppp/8/2p5/8/6P1/PPPPPP1P/RNBQKBNR w KQkq -	1. g3 c5	2	0.27	2121	33.663366336633665	26.544082979726547	39.792550683639796	2405285	48.0208374475374	47.1710836761548	4.808078876307798
A00	Hungarian Opening	Slav Formation	rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -	1. g3 d5 2. Bg2 c6	4	0.25	1409	32.22143364088006	28.17601135557133	39.602555003548616	3024185	48.1792615200459	46.53872034944952	5.282018130504582
A00	Hungarian Opening	Symmetrical Variation	rnbqkbnr/pppppp1p/6p1/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq -	1. g3 g6	2	0.25	3172	36.28625472887768	24.18032786885246	39.53341740226986	2101111	47.5721177986313	47.000801004801744	5.4270811965669585
A00	Hungarian Opening	Van Kuijk Gambit	rnbqkbnr/ppppppp1/8/8/7p/5NP1/PPPPPP1P/RNBQKB1R w KQkq -	1. g3 h5 2. Nf3 h4	4	1.09	2	50.0	50.0	0.0	10023	49.33652599022249	46.5329741594333	4.130499850344208
A00	Hungarian Opening	Winterberg Gambit	rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq -	1. g3 d5 2. Bg2 e5 3. c4 dxc4 4. b3	7	-0.81	0	0.0	0.0	0.0	1247	51.242983159583	44.98797113071371	3.769045709703288
A00	Kádas Opening		rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq -	1. h4	1	-0.37	48	35.41666666666667	35.41666666666667	29.166666666666668	2195763	41.15489695381515	53.45731757024779	5.387785475937066
A00	Kádas Opening	Beginner's Trap	rnbqkbnr/ppp1pppp/8/3p4/7P/7R/PPPPPPP1/RNBQKBN1 b Qkq -	1. h4 d5 2. Rh3	3	-2.92	0	0.0	0.0	0.0	19874	23.724464123981083	70.34819361980476	5.927342256214149
A00	Kádas Opening	Koola-Koola Variation	rnbqkbnr/1ppppppp/8/p7/7P/8/PPPPPPP1/RNBQKBNR w KQkq -	1. h4 a5	2	0.35	0	0.0	0.0	0.0	26843	41.80978281116119	40.26003054800134	17.930186640837462
A00	Kádas Opening	Kádas Gambit	rnbqkbnr/pp1ppppp/8/2p5/1P5P/8/P1PPPPP1/RNBQKBNR b KQkq -	1. h4 c5 2. b4	3	-1.24	2	0.0	0.0	100.0	575	42.434782608695656	52.17391304347826	5.391304347826087
A00	Kádas Opening	Kádas Gambit	rnbqkbnr/pp2pppp/8/3p4/3p3P/2P2N2/PP2PPP1/RNBQKB1R b KQkq -	1. h4 d5 2. d4 c5 3. Nf3 cxd4 4. c3	7	-0.49	3	100.0	0.0	0.0	96	52.083333333333336	40.625	7.291666666666667
A00	Kádas Opening	Kádas Gambit	rnbqkbnr/pppp1ppp/8/8/3p3P/2P5/PP2PPP1/RNBQKBNR b KQkq -	1. h4 e5 2. d4 exd4 3. c3	5	-1.14	1	0.0	100.0	0.0	1498	47.329773030707614	48.598130841121495	4.0720961281708945
A00	Kádas Opening	Myers Variation	rnbqkbnr/pp2pppp/8/2pp4/3PP2P/8/PPP2PP1/RNBQKBNR b KQkq -	1. h4 d5 2. d4 c5 3. e4	5	-0.56	0	0.0	0.0	0.0	422	42.89099526066351	50.947867298578196	6.161137440758294
A00	Kádas Opening	Schneider Gambit	rnbqkbnr/pppppp1p/8/6p1/7P/8/PPPPPPP1/RNBQKBNR w KQkq -	1. h4 g5	2	2.19	0	0.0	0.0	0.0	5678	46.40718562874252	35.98097921803452	17.611835153222966
A00	Kádas Opening	Steinbok Gambit	rnbqkbnr/ppppp1pp/8/8/4p2P/3P4/PPP2PP1/RNBQKBNR b KQkq -	1. h4 f5 2. e4 fxe4 3. d3	5	0.0	0	0.0	0.0	0.0	148	56.08108108108109	39.189189189189186	4.72972972972973
A00	Lasker Simul Special		rnbqkbnr/ppppppp1/8/7p/8/6P1/PPPPPP1P/RNBQKBNR w KQkq -	1. g3 h5	2	0.42	27	55.55555555555556	33.33333333333333	11.11111111111111	323031	45.221975599865026	50.23449761787568	4.5435267822592875
A00	Mieses Opening		rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq -	1. d3	1	-0.1	770	32.077922077922075	35.064935064935064	32.857142857142854	15060241	46.119932609312166	49.25474300178861	4.625324388899221
A00	Mieses Opening	Myers Spike Attack	rnbqkbnr/pppppp1p/6p1/8/6P1/3P4/PPP1PP1P/RNBQKBNR b KQkq -	1. d3 g6 2. g4	3	-0.85	1	0.0	0.0	100.0	2790	44.37275985663082	51.4336917562724	4.193548387096775
A00	Mieses Opening	Reversed Rat	rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPP1PPPP/RNBQKBNR w KQkq -	1. d3 e5	2	0.01	119	30.252100840336134	39.49579831932773	30.252100840336134	3550373	46.123604477614045	49.631264095349984	4.245131427035976
A00	Mieses Opening	Venezolana Variation	r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -	1. d3 c5 2. Nc3 Nc6 3. g3	5	-0.47	0	0.0	0.0	0.0	2427	45.28224145035023	49.979398434281	4.738360115368768
A00	Polish Opening		rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq -	1. b4	1	-0.31	2089	24.030636668262325	30.780277644806127	45.18908568693155	15053353	51.22757700560135	44.3967001903164	4.375722804082254
A00	Polish Opening	Baltic Defense	rn1qkbnr/ppp1pppp/8/3p1b2/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -	1. b4 d5 2. Bb2 Bf5	4	-0.14	25	28.000000000000004	32.0	40.0	316759	52.04840272888852	43.69852158896827	4.253075682143207
A00	Polish Opening	Birmingham Gambit	rnbqkbnr/pp1ppppp/8/2p5/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -	1. b4 c5	2	0.43	5	60.0	20.0	20.0	263144	49.90043474295443	46.16939774420089	3.9301675128446782
A00	Polish Opening	Bugayev Advance Variation	rnbqkbnr/pppp2pp/5p2/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq -	1. b4 e5 2. Bb2 f6 3. b5	5	-0.2	28	46.42857142857143	21.428571428571427	32.142857142857146	204231	52.29666407156602	43.430233412165634	4.273102516268343
A00	Polish Opening	Bugayev Attack	rnbqkbnr/pppp1ppp/8/4p3/1P6/P7/2PPPPPP/RNBQKBNR b KQkq -	1. b4 e5 2. a3	3	-0.49	144	29.166666666666668	47.91666666666667	22.916666666666664	571826	50.23416214023146	45.725098194205934	4.040739665562601
A00	Polish Opening	Czech Defense	rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -	1. b4 e5 2. Bb2 d6	4	-0.04	119	31.092436974789916	34.45378151260504	34.45378151260504	1818054	49.35782985543884	45.98152750138335	4.660642643177815
A00	Polish Opening	Dutch Defense	rnbqkbnr/ppppp1pp/8/5p2/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -	1. b4 f5	2	0.37	14	64.28571428571429	7.142857142857142	28.57142857142857	163379	50.14720374099486	45.674780724572926	4.17801553443221
A00	Polish Opening	German Defense	rnb1kbnr/ppp1pppp/3q4/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -	1. b4 d5 2. Bb2 Qd6	4	0.08	44	31.818181818181817	43.18181818181818	25.0	41300	46.96610169491525	48.450363196125906	4.583535108958838
A00	Polish Opening	Grigorian Variation	r1bqkbnr/pppppppp/2n5/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -	1. b4 Nc6	2	0.29	0	0.0	0.0	0.0	98853	52.812762384550794	42.791822200641356	4.395415414807847
A00	Polish Opening	Karniewski Variation	rnbqkb1r/pppppppp/7n/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -	1. b4 Nh6	2	0.37	0	0.0	0.0	0.0	2634	48.405466970387245	46.12756264236902	5.466970387243736
A00	Polish Opening	King's Indian Variation	rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -	1. b4 Nf6 2. Bb2 g6	4	0.04	98	25.510204081632654	41.83673469387755	32.6530612244898	920993	46.22695286500549	48.498739946991996	5.274307188002514
A00	Polish Opening	King's Indian Variation, Schiffler Attack	rnbqkb1r/pppppp1p/5np1/8/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -	1. b4 Nf6 2. Bb2 g6 3. e4	5	-0.37	2	100.0	0.0	0.0	83081	43.166307579350274	52.354930730251205	4.478761690398526
A00	Polish Opening	King's Indian Variation, Sokolsky Attack	rnbq1rk1/ppp1ppbp/3p1np1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R b KQ -	1. b4 Nf6 2. Bb2 g6 3. c4 Bg7 4. e3 d6 5. Nf3 O-O 6. d4	11	-0.25	260	36.92307692307693	27.692307692307693	35.38461538461539	65619	47.794084030539935	45.95924960758317	6.246666361876895
A00	Polish Opening	Myers Variation	rnbqkbnr/pp2pppp/2p5/3p4/PP6/8/1BPPPPPP/RN1QKBNR b KQkq -	1. b4 d5 2. Bb2 c6 3. a4	5	-0.28	0	0.0	0.0	0.0	32794	49.56699396231018	45.672988961395376	4.760017076294444
A00	Polish Opening	Outflank Variation	rnbqkbnr/pp1ppppp/2p5/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -	1. b4 c6	2	-0.13	188	30.851063829787233	30.319148936170215	38.82978723404255	527645	48.14505965184925	46.88625875351799	4.968681594632755
A00	Polish Opening	Queen's Indian Variation	rnbqkb1r/p1pp1ppp/1p2pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -	1. b4 e6 2. Bb2 Nf6 3. b5 b6	6	0.1	17	41.17647058823529	35.294117647058826	23.52941176470588	70962	49.57160170231955	45.17065471660889	5.257743581071559
A00	Polish Opening	Queenside Defense	rnbqkb1r/1ppp1ppp/p3pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -	1. b4 e6 2. Bb2 Nf6 3. b5 a6	6	-0.11	30	10.0	30.0	60.0	79695	47.98920885877408	45.46960286090721	6.541188280318715
A00	Polish Opening	Rooks Swap Line	1nbqkb1r/1ppp1ppp/4pn2/1P6/8/8/2PPPPPP/BN1QKBNR b Kk -	1. b4 e6 2. Bb2 Nf6 3. b5 a6 4. a4 axb5 5. axb5 Rxa1 6. Bxa1	11	0.02	17	11.76470588235294	23.52941176470588	64.70588235294117	44869	48.17580066415565	44.054915420446186	7.769283915398159
A00	Polish Opening	Schiffler-Sokolsky Variation	rnbqkb1r/ppp2ppp/4pn2/1P1p4/8/4P3/PBPP1PPP/RN1QKBNR b KQkq -	1. b4 e6 2. Bb2 Nf6 3. b5 d5 4. e3	7	-0.17	67	22.388059701492537	23.88059701492537	53.73134328358209	376426	49.57123046760851	44.87522115900602	5.553548373385473
A00	Polish Opening	Schuehler Gambit	rnbqkbnr/1p1ppppp/8/pp6/4P3/8/PBPP1PPP/RN1QKBNR b KQkq -	1. b4 c6 2. Bb2 a5 3. b5 cxb5 4. e4	7	-0.19	14	28.57142857142857	14.285714285714285	57.14285714285714	818	45.354523227383865	51.1002444987775	3.5452322738386304
A00	Polish Opening	Symmetrical Variation	rnbqkbnr/p1pppppp/8/1p6/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -	1. b4 b5	2	0.3	2	0.0	50.0	50.0	156541	54.724960234060084	40.17350087197603	5.101538893963882
A00	Polish Opening	Tartakower Gambit	rnbqkbnr/pppp2pp/5p2/4p3/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -	1. b4 e5 2. Bb2 f6 3. e4	5	-0.75	20	25.0	45.0	30.0	45425	50.76059438635113	45.46835443037975	3.771051183269125
A00	Polish Opening	Wolferts Gambit	rnbqkbnr/pp1p1ppp/8/2p1p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -	1. b4 e5 2. Bb2 c5	4	0.3	0	0.0	0.0	0.0	4575	60.39344262295082	36.32786885245902	3.278688524590164
A00	Saragossa Opening		rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq -	1. c3	1	0.13	315	28.57142857142857	33.33333333333333	38.095238095238095	6635041	47.1912532266191	48.43077834786552	4.377968425515381
